Auction No ,Issue date, Amount offered in Auction ,Total bids (Competitive & Uncompetitive), Over/(Under) Subscribed ,   Face Value ,   Cost Value ,   Interest due , Date due,Duration,Implicit annual,Clearing ,Lowest Factor, Weighted Average Price ,Average Discount Factor, Money Market yield , Annualised  ,Bid-to-cover
609,13-Apr-05,"6,000,000,000","6,846,500,000","846,500,000","8,000,000,000","7,837,102,600","162,897,400",14-Jul-05,91,,,,97.964,8.167,,8.337,0.856
610,27-Apr-05,"4,000,000,000","6,000,000,000","2,000,000,000","4,000,000,000","3,910,568,309","89,431,691",28-Jul-05,91,,,,97.764,8.968,,9.173,1.5
,,,,,,,,,,,,,,,,,#DIV/0!
611,11-May-05,"5,000,000,000","9,832,700,000","4,832,700,000","5,000,000,000","4,888,978,600","111,021,400",28-Jul-05,91,,,,97.78,8.906,,9.108,1.967
612,25-May-05,"5,000,000,000","11,673,200,000","6,673,200,000","5,000,000,000","4,889,485,856","110,514,144",25-Aug-05,91,,,,97.79,8.865,,9.066,2.335
,,,,,,,,,,,,,,,,,#DIV/0!
613,08-Jun-05,"5,000,000,000","5,694,300,000","694,300,000","5,000,000,000","4,888,172,059","111,827,941",08-Sep-05,91,,,,97.763,8.971,,9.176,1.139
614,22-Jun-05,"4,000,000,000","8,856,100,000","4,856,100,000","3,999,900,000","3,912,356,727","87,543,273",22-Sep-05,91,,,,97.811,8.779,,8.975,2.214
,,,,,,,,,,,,,,,,,#DIV/0!
615,06-Jul-05,"4,000,000,000","6,924,100,000","2,924,100,000","4,000,000,000","3,915,083,016","84,916,984",06-Oct-05,91,,,,97.877,8.515,,8.7,1.731
616,20-Jul-05,"5,000,000,000","8,980,000,000","3,980,000,000","5,000,000,000","4,896,355,042","103,644,958",20-Oct-05,91,,,,97.927,8.314,,8.49,1.796
,,,,,,,,,,,,,,,,,#DIV/0!
617,03-Aug-05,"5,000,000,000","5,000,000,000", -   ,"5,000,000,000","4,895,154,141","104,845,859",03-Nov-05,91,,,,97.903,8.411,,8.591,1
618,17-Aug-05,"5,000,000,000","7,925,600,000","2,925,600,000","4,999,900,000","4,897,511,211","102,388,789",17-Nov-05,91,,,,97.952,8.214,,8.385,1.585
619,31-Aug-05,"5,000,000,000","6,188,000,000","1,188,000,000","5,000,000,000","4,896,173,240","103,826,760",01-Dec-05,91,,,,97.923,8.329,,8.506,1.238
,,,,,,,,,,,,,,,,,#DIV/0!
620,14-Sep-05,"6,000,000,000","17,918,800,000","11,918,800,000","5,999,900,000","5,880,142,843","119,757,157",15-Dec-05,91,,,,98.004,8.006,,8.169,2.987
621,28-Sep-05,"6,000,000,000","12,391,100,000","6,391,100,000","6,000,000,000","5,882,414,361","117,585,639",29-Dec-05,91,,,,98.04,7.861,,8.018,2.065
,,,,,,,,,,,,,,,,,#DIV/0!
622,12-Oct-05,"6,000,000,000","9,149,300,000","3,149,300,000","6,000,000,000","5,884,086,339","115,913,661",12-Jan-06,91,,,,98.068,7.749,,7.901,1.525
623,26-Oct-05,"6,000,000,000","8,755,600,000","2,755,600,000","5,999,800,000","5,885,118,682","114,681,318",26-Jan-06,91,,,,98.089,7.667,,7.816,1.459
,,,,,,,,,,,,,,,,,#DIV/0!
624,09-Nov-05,"6,000,000,000","10,168,900,000","4,168,900,000","6,000,000,000","5,887,379,626","112,620,374",09-Feb-06,91,,,,98.123,7.529,,7.673,1.695
625,23-Nov-05,"6,000,000,000","6,416,800,000","416,800,000","6,000,000,000","5,888,436,263","111,563,737",23-Feb-06,91,,,,98.141,7.458,,7.599,1.069
,,,,,,,,,,,,,,,,,#DIV/0!
626,07-Dec-05,"6,000,000,000","6,000,000,000", -   ,"6,000,000,000","5,887,851,794","112,148,206",09-Mar-06,91,,,,98.131,7.497,,7.64,1
627,21-Dec-05,"6,000,000,000","6,000,000,000", -   ,"6,000,000,000","5,886,115,602","113,884,398",23-Mar-06,91,,,,98.102,7.613,,7.76,1
,,,,,,,,,,,,,,,,,#DIV/0!
628,04-Jan-06,"6,000,000,000","7,057,100,000","1,057,100,000","5,999,900,000","5,885,724,233","114,175,767",06-Apr-06,91,,,,98.097,7.633,,7.781,1.176
629,18-Jan-06,"6,000,000,000","9,316,100,000","3,316,100,000","6,000,000,000","5,886,130,141","113,869,859",20-Apr-06,91,,,,98.102,7.612,,7.759,1.553
,,,,,,,,,,,,,,,,,#DIV/0!
630,01-Feb-06,"6,000,000,000","8,414,000,000","2,414,000,000","6,000,000,000","5,888,449,650","111,550,350",04-May-06,91,,,,98.141,7.457,,7.598,1.402
631,15-Feb-06,"7,000,000,000","7,389,000,000","389,000,000","7,000,000,000","6,870,029,795","129,970,205",18-May-06,91,,,,98.143,7.447,,7.588,1.056
,,,,,,,,,,,,,,,,,#DIV/0!
632,01-Mar-06,"6,000,000,000","13,867,000,000","7,867,000,000","6,000,000,000","5,889,195,760","110,804,240",01-Jun-06,91,,,,98.153,7.407,,7.547,2.311
633,15-Mar-06,"6,000,000,000","5,705,500,000","-294,500,000","5,705,500,000","5,600,291,080","105,208,920",15-Jun-06,91,,,,98.156,7.396,,7.535,1
634,29-Mar-06,"6,000,000,000","4,172,800,000","-1,827,200,000","4,172,800,000","4,094,819,443","77,980,557",29-Jun-06,91,,,,98.131,7.496,,7.638,1
,,,,,,,,,,,,,,,,,#DIV/0!
635,12-Apr-06,"6,000,000,000","9,737,600,000","3,737,600,000","6,000,000,000","5,887,445,506","112,554,494",13-Jul-06,91,,,,98.124,7.524,,7.668,1.623
636,26-Apr-06,"5,000,000,000","10,070,400,000","5,070,400,000","5,000,000,000","4,906,356,064","93,643,936",27-Jul-06,91,,,,98.127,7.512,,7.655,2.014
,,,,,,,,,,,,,,,,,#DIV/0!
637,10-May-06,"6,000,000,000","14,258,600,000","8,258,600,000","6,000,000,000","5,889,664,329","110,335,671",10-Aug-06,91,,,,98.161,7.376,,7.514,2.376
638,24-May-06,"6,000,000,000","17,960,400,000","11,960,400,000","6,000,000,000","5,896,408,672","103,591,328",24-Aug-06,91,,,,98.273,6.925,,7.047,2.993
,,,,,,,,,,,,,,,,,#DIV/0!
639,07-Jun-06,"5,000,000,000","12,635,700,000","7,635,700,000","5,000,000,000","4,914,497,490","85,502,510",07-Sep-06,91,,,,98.29,6.859,,6.978,2.527
640,21-Jun-06,"6,000,000,000","2,950,300,000","-3,049,700,000","2,950,300,000","2,898,564,874","51,735,126",21-Sep-06,91,,,,98.246,7.033,,7.159,1
,,,,,,,,,,,,,,,,,#DIV/0!
641,05-Jul-06,"4,000,000,000","4,663,200,000","663,200,000","3,063,200,000","3,002,814,968","60,385,032",05-Oct-06,91,,,,98.029,7.907,,8.066,1.522
642,19-Jul-06,"4,000,000,000","7,603,200,000","3,603,200,000","4,000,000,000","3,924,422,860","75,577,140",19-Oct-06,91,,,,98.111,7.578,,7.724,1.901
,,,,,,,,,,,,,,,,,#DIV/0!
643,07-Aug-06,"14,668,100,000","14,668,100,000", -   ,"14,668,100,000","14,391,019,591","277,080,409",07-Nov-06,91,,,,98.111,7.577,,7.723,1
,,,,,,,,,,,,,,,,,#DIV/0!
645,17-Aug-06,"5,000,000,000","8,395,800,000","3,395,800,000","5,000,000,000","4,902,157,712","97,842,288",17-Nov-06,91,,,,98.043,7.849,,8.006,1.679
646,30-Aug-06,"6,000,000,000","9,917,400,000","3,917,400,000","6,000,000,000","5,878,398,610","121,601,390",30-Nov-06,91,,,,97.973,8.129,,8.297,1.653
,,,,,,,,,,,,,,,,,#DIV/0!
647,13-Sep-06,"6,000,000,000","5,942,400,000","-57,600,000","5,942,400,000","5,815,312,933","127,087,067",14-Dec-06,91,,,,97.861,8.578,,8.766,1
648,27-Sep-06,"6,000,000,000","4,650,300,000","-1,349,700,000","700,300,000","684,601,864","15,698,136",28-Dec-06,91,,,,97.758,8.991,,9.197,6.64
,,,,,,,,,,,,,,,,,#DIV/0!
649,11-Oct-06,"3,000,000,000","7,945,600,000","4,945,600,000","3,000,000,000","2,935,607,012","64,392,988",11-Jan-07,91,,,,97.854,8.609,,8.798,2.649
650,25-Oct-06,"5,000,000,000","10,938,500,000","5,938,500,000","5,000,000,000","4,895,013,010","104,986,990",25-Jan-07,91,,,,97.9,8.422,,8.603,2.188
,,,,,,,,,,,,,,,,,#DIV/0!
652,06-Nov-06,"10,682,200,000","10,682,200,000", -   ,"10,682,200,000","10,457,873,800","224,326,200",01-Apr-00,91,,,,97.9,8.423,,8.886,1
651,08-Nov-06,"6,000,000,000","8,240,700,000","2,240,700,000","6,000,000,000","5,877,319,423","122,680,577",08-Feb-07,91,,,,97.955,8.201,,8.639,1.373
653,22-Nov-06,"6,000,000,000","7,376,900,000","1,376,900,000","6,000,000,000","5,872,690,779","127,309,221",22-Feb-07,91,,,,97.878,8.511,,8.983,1.229
,,,,,,,,,,,,,,,,,#DIV/0!
655,06-Dec-06,"6,000,000,000","8,749,500,000","2,749,500,000","6,000,000,000","5,861,930,670","138,069,330",08-Mar-07,91,,,,97.699,9.23,,9.788,1.458
656,20-Dec-06,"6,000,000,000","8,094,500,000","2,094,500,000","6,000,000,000","5,858,545,120","141,454,880",22-Mar-07,91,,,,97.642,9.456,,10.042,1.349
,,,,,,,,,,,,,,,,,#DIV/0!
657,03-Jan-07,"6,000,000,000","2,346,600,000","-3,653,400,000","2,346,600,000","2,288,613,631","57,986,369",05-Apr-07,91,,,,97.529,9.911,,10.557,1
658,17-Jan-07,"4,000,000,000","4,564,600,000","564,600,000","4,000,000,000","3,898,427,946","101,572,054",19-Apr-07,91,,,,97.461,10.185,,10.868,1.141
659,31-Jan-07,"6,000,000,000","7,023,500,000","1,023,500,000","6,000,000,000","5,849,510,331","150,489,669",03-May-07,91,,,,97.492,10.06,,10.726,1.171
,,,,,,,,,,,,,,,,,#DIV/0!
660,06-Feb-07,"31,839,400,000","31,839,400,000", -   ,"31,839,400,000","31,040,867,848","798,532,152",09-May-07,91,,,,97.492,10.06,,10.725,1
,,,,,,,,,,,,,,,,,#DIV/0!
661,14-Feb-07,"5,000,000,000","6,941,700,000","1,941,700,000","5,000,000,000","4,878,635,708","121,364,292",17-May-07,91,,,,97.573,9.736,,10.358,1.388
662,28-Feb-07,"6,000,000,000","9,070,000,000","3,070,000,000","6,000,000,000","5,860,215,154","139,784,846",31-May-07,91,,,,97.67,9.345,,9.917,1.512
,,,,,,,,,,,,,,,,,#DIV/0!
663,14-Mar-07,"6,000,000,000","8,336,300,000","2,336,300,000","6,000,000,000","5,861,353,822","138,646,178",14-Jun-07,91,,,,97.689,9.268,,9.831,1.389
665,20-Mar-07,"7,000,000,000","7,000,000,000", -   ,"7,000,000,000","6,838,230,000","161,770,000",20-Jun-07,91,,,,97.689,9.269,,9.832,1
666,28-Mar-07,"6,000,000,000","10,141,400,000","4,141,400,000","6,000,000,000","5,861,181,290","138,818,710",28-Jun-07,91,,,,97.686,9.28,,9.844,1.69
,,,,,,,,,,,,,,,,,#DIV/0!
667,11-Apr-07,"6,000,000,000","11,145,400,000","5,145,400,000","6,000,000,000","5,864,492,338","135,507,662",12-Jul-07,91,,,,97.742,9.059,,9.595,1.858
668,25-Apr-07,"7,000,000,000","10,130,700,000","3,130,700,000","7,000,000,000","6,841,449,985","158,550,015",26-Jul-07,91,,,,97.735,9.085,,9.625,1.447
,,,,,,,,,,,,,,,,,#DIV/0!
669,08-May-07,"22,860,900,000","22,860,900,000", -   ,"22,860,900,000","22,343,100,615","517,799,385",08-Aug-07,91,,,,97.735,9.085,,9.625,1
,,,,,,,,,,,,,,,,,#DIV/0!
671,09-May-07,"7,000,000,000","9,024,100,000","2,024,100,000","7,000,000,000","6,842,593,846","157,406,154",09-Aug-07,91,,,,97.751,9.019,,9.551,1.289
675,23-May-07,"7,000,000,000","12,967,000,000","5,967,000,000","7,000,000,000","6,843,647,615","156,352,385",23-Aug-07,91,,,,97.766,8.959,,9.484,1.852
676,31-May-07,"7,000,000,000","7,267,400,000","267,400,000","7,000,000,000","6,840,437,129","159,562,871",31-Aug-07,91,,,,97.721,9.143,,9.69,1.038
,,,,,,,,,,,,,,,,,#DIV/0!
677,06-Jun-07,"7,000,000,000","14,256,000,000","7,256,000,000","7,000,000,000","6,842,863,490","157,136,510",06-Sep-07,91,,,,97.755,9.004,,9.534,2.037
678,20-Jun-07,"8,000,000,000","3,776,100,000","-4,223,900,000","3,776,100,000","3,683,314,143","92,785,857",20-Sep-07,91,,,,97.543,9.856,,10.494,1
,,,,,,,,,,,,,,,,,#DIV/0!
683,01-Aug-07,"7,000,000,000","4,602,800,000","-2,397,200,000","4,602,800,000","4,524,266,832","78,533,168",01-Nov-07,91,,,,98.294,6.844,,7.146,1
684,06-Aug-07,"10,234,800,000","10,234,800,000", -   ,"10,234,800,000","10,061,320,140","173,479,860",06-Nov-07,91,,,,98.305,6.799,,7.097,1
686,15-Aug-07,"8,000,000,000","13,719,900,000","5,719,900,000","8,000,000,000","7,852,146,780","147,853,220",15-Nov-07,91,,,,98.152,7.413,,7.769,1.715
687,29-Aug-07,"8,000,000,000","7,464,600,000","-535,400,000","4,164,600,000","4,083,979,514","80,620,486",29-Nov-07,91,,,,98.064,7.765,,8.156,1.792
,,,,,,,,,,,,,,,,,#DIV/0!
688,12-Sep-07,"8,000,000,000","22,598,000,000","14,598,000,000","8,000,000,000","7,846,327,040","153,672,960",13-Dec-07,91,,,,98.079,7.705,,8.09,2.825
689,26-Sep-07,"8,000,000,000","21,920,100,000","13,920,100,000","8,000,000,000","7,849,115,680","150,884,320",27-Dec-07,91,,,,98.114,7.565,,7.936,2.74
,,,,,,,,,,,,,,,,,#DIV/0!
690,10-Oct-07,"8,000,000,000","10,448,500,000","2,448,500,000","8,000,000,000","7,853,827,800","146,172,200",10-Jan-08,91,,,,98.173,7.329,,7.677,1.306
691,24-Oct-07,"8,000,000,000","11,801,700,000","3,801,700,000","8,000,000,000","7,852,722,022","147,277,978",24-Jan-08,91,,,,98.159,7.384,,7.738,1.475
,,,,,,,,,,,,,,,,,#DIV/0!
692,07-Nov-07,"8,000,000,000","16,893,100,000","8,893,100,000","8,000,000,000","7,855,794,408","144,205,592",07-Feb-08,91,,,,98.197,7.23,,7.569,2.112
693,05-Nov-07,"9,480,200,000","9,480,200,000", -   ,"9,480,200,000","9,305,669,518","174,530,482",05-Feb-08,91,,,,98.159,7.384,,7.738,1
694,21-Nov-07,"9,000,000,000","9,692,900,000","692,900,000","9,000,000,000","8,836,090,720","163,909,280",21-Feb-08,91,,,,98.179,7.305,,7.651,1.077
,,,,,"26,480,200,000","25,997,554,646",,,,,,,,,,, -   
696,05-Dec-07,"9,000,000,000","7,319,200,000","-1,680,800,000","7,319,200,000","7,182,490,108","136,709,892",06-Mar-08,91,,,,98.132,7.492,,7.856,1
697,20-Dec-07,"8,000,000,000","2,139,500,000","-5,860,500,000","2,139,500,000","2,096,696,205","42,803,795",21-Mar-08,91,,,,97.999,8.025,,8.444,1
,,,,,,,,,,,,,,,,,#DIV/0!
698,02-Jan-08,"5,000,000,000","5,431,000,000","431,000,000","5,000,000,000","4,894,961,460","105,038,540",03-Apr-08,91,,,,97.899,8.426,,8.889,1.086
,,,,,,,,,,,,,,,,,#DIV/0!
699,04-Feb-08,"6,255,000,000","6,255,000,000", -   ,"6,255,000,000","6,123,582,450","131,417,550",06-May-08,91,,,,97.899,8.427,,8.89,1
700,13-Feb-08,"7,000,000,000","14,425,300,000","7,425,300,000","7,000,000,000","6,865,831,236","134,168,764",15-May-08,91,,,,98.083,7.688,,8.072,2.061
701,20-Feb-08,"7,000,000,000","7,544,200,000","544,200,000","7,000,000,000","6,863,851,266","136,148,734",22-May-08,91,,,,98.055,7.801,,8.197,1.078
702,27-Feb-08,"7,000,000,000","13,317,900,000","6,317,900,000","7,000,000,000","6,863,354,113","136,645,887",29-May-08,91,,,,98.048,7.83,,8.228,1.903
,,,,,,,,,,,,,,,,,#DIV/0!
702,12-Mar-08,"7,000,000,000","5,315,000,000","-1,685,000,000","5,315,000,000","5,209,061,762","105,938,238",12-Jun-08,91,,,,98.007,7.995,,8.41,1
705,26-Mar-08,"7,000,000,000","15,048,000,000","8,048,000,000","7,000,000,000","6,863,253,320","136,746,680",26-Jun-08,91,,,,98.046,7.836,,8.235,2.15
,,,,,,,,,,,,,,,,,#DIV/0!
706,09-Apr-08,"7,000,000,000","12,111,300,000","5,111,300,000","7,000,000,000","6,864,054,722","135,945,278",10-Jul-08,91,,,,98.058,7.79,,8.184,1.73
707,23-Apr-08,"6,000,000,000","10,400,000,000","4,400,000,000","6,000,000,000","5,882,794,755","117,205,245",24-Jul-08,91,,,,98.047,7.835,,8.234,1.733
,,,,,,,,,,,,,,,,,#DIV/0!
709,05-May-08,"6,830,900,000","6,830,900,000", -   ,"6,830,900,000","6,697,492,523","133,407,477",04-Aug-08,91,,,,98.047,7.833,,8.232,1
708,07-May-08,"7,000,000,000","5,748,800,000","-1,251,200,000","5,748,800,000","5,634,929,452","113,870,548",07-Aug-08,91,,,,98.019,7.945,,8.355,1
,,,,,,,,,,,,,,,,,#DIV/0!
800,21-May-08,"6,000,000,000","8,375,300,000","2,375,300,000","6,000,000,000","5,883,155,058","116,844,942",21-Aug-08,91,,,,98.053,7.811,,8.208,1.396
,,,,,,,,,,,,,,,,,#DIV/0!
710,04-Jun-08,"6,000,000,000","6,594,800,000","594,800,000","6,000,000,000","5,880,376,258","119,623,742",04-Sep-08,91,,,,98.006,7.997,,8.413,1.099
711,18-Jun-08,"6,000,000,000","4,532,900,000","-1,467,100,000","3,632,900,000","3,557,298,021","75,601,979",18-Sep-08,91,,,,97.919,8.347,,8.801,1.248
,,,,,,,,,,,,,,,,,#DIV/0!
712,02-Jul-08,"5,000,000,000","4,643,500,000","-356,500,000","4,643,500,000","4,544,318,963","99,181,037",02-Oct-08,91,,,,97.864,8.567,,9.046,1
,,,,,,,,,,,,,,,,,#DIV/0!
713,04-Aug-08,"9,822,100,000","9,822,100,000", -   ,"9,822,100,000","9,612,299,944","209,800,056",04-Nov-08,91,,,,97.864,8.567,,9.046,1
716,13-Aug-08,"5,000,000,000","10,920,800,000","5,920,800,000","5,000,000,000","4,898,127,680","101,872,320",13-Nov-08,91,,,,97.963,8.172,,8.607,2.184
717,27-Aug-08,"5,000,000,000","12,409,400,000","7,409,400,000","5,000,000,000","4,899,850,000","100,150,000",27-Nov-08,91,,,,97.997,8.034,,8.454,2.482
718,10-Sep-08,"5,000,000,000","7,696,900,000","2,696,900,000","5,000,000,000","4,900,448,426","99,551,574",11-Dec-08,91,,,,98.009,7.986,,8.401,1.539
719,24-Sep-08,"5,000,000,000","6,062,200,000","1,062,200,000","5,000,000,000","4,898,422,006","101,577,994",25-Dec-08,91,,,,97.968,8.149,,8.581,1.212
,,,,,,,,,,,,,,,,,#DIV/0!
720,08-Oct-08,"5,000,000,000","4,150,000,000","-850,000,000","1,980,400,000","1,937,923,920","42,476,080",08-Jan-09,91,,,,97.855,8.603,,9.086,2.096
721,22-Oct-08,"5,000,000,000","2,140,500,000","-2,859,500,000","2,140,500,000","2,088,526,620","51,973,380",22-Jan-09,91,,,,97.572,9.739,,10.362,1
,,,,,,,,,,,,,,,,,#DIV/0!
723,03-Nov-08,"28,230,700,000","28,230,700,000", -   ,"28,230,700,000","27,545,258,604","685,441,396",01-Apr-00,91,,,,97.572,9.739,,10.361,1
722,05-Nov-08,"5,000,000,000","5,558,700,000","558,700,000","5,000,000,000","4,891,962,358","108,037,642",05-Feb-09,91,,,,97.839,8.667,,9.157,1.112
724,19-Nov-08,"5,000,000,000","2,472,000,000","-2,528,000,000","2,472,000,000","2,410,455,317","61,544,683",19-Feb-09,91,,,,97.51,9.986,,10.641,1
,,,,,,,,,,,,,,,,,#DIV/0!
726,03-Dec-08,"5,000,000,000","11,209,000,000","6,209,000,000","2,709,000,000","2,633,502,120","75,497,880",05-Mar-09,91,,,,97.213,11.178,,12.005,4.138
727,17-Dec-08,"5,000,000,000","4,339,300,000","-660,700,000","4,339,300,000","4,213,705,358","125,594,642",19-Mar-09,91,,,,97.106,11.609,,12.503,1
728,31-Dec-08,"5,000,000,000","5,275,000,000","275,000,000",,,,01-Apr-09,91,,,,,,,,#DIV/0!
,,,,,,,,,,,,,,,,,#DIV/0!
729,11-Feb-09,"5,000,000,000","16,232,800,000","11,232,800,000","5,000,000,000","4,880,443,184","119,556,816",14-May-09,91,,,,97.609,9.591,,10.194,3.247
730,02-Feb-09,"17,997,000,000","17,997,000,000", -   ,"17,997,000,000","17,476,166,820","520,833,180",05-May-09,91,,,,97.106,11.608,,12.501,1
,,,,,,,,,,,,,,,,,#DIV/0!
731,11-Mar-09,"7,000,000,000","22,745,200,000","15,745,200,000","7,000,000,000","6,865,600,000","134,400,000",11-Jun-09,91,,,,98.08,7.701,,8.086,3.249
732,25-Mar-09,"7,000,000,000","57,618,200,000","50,618,200,000","7,000,000,000","6,888,350,000","111,650,000",25-Jun-09,91,,,,98.405,6.398,,6.662,8.231
,,,,,,,,,,,,,,,,,#DIV/0!
734,08-Apr-09,"7,000,000,000","22,997,900,000","15,997,900,000","7,000,000,000","6,898,763,222","101,236,778",09-Jul-09,91,,,,98.554,5.801,,6.017,3.285
738,22-Apr-09,"7,000,000,000","10,302,000,000","3,302,000,000","7,000,000,000","6,894,248,580","105,751,420",23-Jul-09,91,,,,98.489,6.06,,6.296,1.472
,,,,,,,,,,,,,,,,,#DIV/0!
740,04-May-09,"8,842,200,000","8,842,200,000", -   ,"8,842,200,000","8,708,594,358","133,605,642",03-Aug-09,91,,,,98.489,6.061,,6.297,1
739,06-May-09,"7,000,000,000","3,284,900,000","-3,715,100,000","3,284,900,000","3,234,990,369","49,909,631",06-Aug-09,91,,,,98.481,6.094,,6.333,1
742,20-May-09,"5,000,000,000","7,539,300,000","2,539,300,000","5,000,000,000","4,926,300,000","73,700,000",20-Aug-09,91,,,,98.526,5.912,,6.137,1.508
,,,,,,,,,,,,,,,,,#DIV/0!
743,04-Jun-09,"5,000,000,000","1,717,300,000","-3,282,700,000","1,317,300,000","1,298,179,727","19,120,273",03-Sep-09,91,,,,98.549,5.822,,6.04,1.304
745,17-Jun-09,"5,000,000,000","7,099,000,000","2,099,000,000","3,699,000,000","3,642,175,860","56,824,140",17-Sep-09,91,,,,98.464,6.162,,6.406,1.919
,,,,,,,,,,,,,,,,,#DIV/0!
746,01-Jul-09,"5,000,000,000","2,937,800,000","-2,062,200,000","2,537,800,000","2,498,514,856","39,285,144",01-Oct-09,91,,,,98.452,6.209,,6.458,1.158
747,15-Jul-09,"5,000,000,000","3,515,000,000","-1,485,000,000","3,115,000,000","3,067,393,800","47,606,200",15-Oct-09,91,,,,98.472,6.13,,6.372,1.128
748,29-Jul-09,"5,000,000,000","413,000,000","-4,587,000,000", -   , -   , -   ,29-Oct-09,91,,,,,401.099,,,#DIV/0!
,,,,,,,,,,,,,,,,,#DIV/0!
749,03-Aug-09,"12,021,500,000","12,021,500,000", -   ,"12,021,500,000","11,837,811,480","183,688,520",02-Nov-09,91,,,,98.472,6.129,,6.371,1
750,12-Aug-09,"5,000,000,000","601,000,000","-4,399,000,000", -   , -   , -   ,12-Nov-09,91,,,,,,,,#DIV/0!
751,26-Aug-09,"10,000,000,000","2,527,000,000","-7,473,000,000","2,527,000,000","2,482,459,650","44,540,350",26-Nov-09,91,,,,98.237,7.07,,7.393,1
,,,,,,,,,,,,,,,,,#DIV/0!
752,09-Sep-09,"10,000,000,000","21,445,300,000","11,445,300,000","6,545,300,000","6,402,831,756","142,468,244",10-Dec-09,91,,,,97.823,8.731,,9.228,3.276
753,23-Sep-09,"10,000,000,000","27,305,000,000","17,305,000,000","10,000,000,000","9,829,535,750","170,464,250",24-Dec-09,91,,,,98.295,6.837,,7.14,2.731
,,,,,,,,,,,,,,,,,#DIV/0!
754,07-Oct-09,"10,000,000,000","16,801,000,000","6,801,000,000","10,000,000,000","9,837,536,245","162,463,755",07-Jan-10,91,,,,98.375,6.516,,6.791,1.68
755,21-Oct-09,"10,000,000,000","11,322,800,000","1,322,800,000","10,000,000,000","9,838,376,439","161,623,561",21-Jan-10,91,,,,98.384,6.483,,6.754,1.132
,,,,,,,,,,,,,,,,,#DIV/0!
756,02-Nov-09,"16,148,000,000","16,148,000,000", -   ,"16,148,000,000","15,887,048,320","260,951,680",02-Feb-10,91,,,,98.384,6.482,,6.753,1
757,04-Nov-09,"10,000,000,000","21,492,500,000","11,492,500,000","10,000,000,000","9,850,138,225","149,861,775",04-Feb-10,91,,,,98.501,6.011,,6.244,2.149
758,18-Nov-09,"10,000,000,000","16,020,000,000","6,020,000,000","10,000,000,000","9,853,741,700","146,258,300",18-Feb-10,91,,,,98.537,5.866,,6.088,1.602
,,,,,,,,,,,,,,,,,#DIV/0!
760,03-Dec-09,"10,000,000,000","14,926,000,000","4,926,000,000","10,000,000,000","9,854,545,550","145,454,450",05-Mar-10,91,,,,98.545,5.834,,6.053,1.493
,,,,,,,,,,,,,,,,,#DIV/0!
761,16-Dec-09,"10,000,000,000","16,760,000,000","6,760,000,000","10,000,000,000","9,868,861,025","131,138,975",18-Mar-10,91,,,,98.689,5.26,,5.437,1.676
,,,,,,,,,,,,,,,,,#DIV/0!
762,30-Dec-09,"10,000,000,000","14,552,800,000","4,552,800,000","10,000,000,000","9,868,070,294","131,929,706",01-Apr-10,91,,,,98.681,5.292,,5.471,1.455
,,,,,,,,,,,,,,,,,#DIV/0!
763,13-Jan-10,"10,000,000,000","11,642,000,000","1,642,000,000","10,000,000,000","9,876,956,140","123,043,860",15-Apr-10,91,,,,98.77,4.935,,5.091,1.164
,,,,,,,,,,,,,,,,,#DIV/0!
764,27-Jan-10,"10,000,000,000","7,405,000,000","-2,595,000,000","7,005,000,000","6,924,260,600","80,739,400",29-Apr-10,91,,,,98.847,4.623,,4.76,1.057
,,,,,,,,,,,,,,,,,#DIV/0!
765,01-Feb-10,"19,090,000,000","19,090,000,000", -   ,"19,090,000,000","18,869,892,300","220,107,700",04-May-10,91,,,,98.847,4.625,,4.761,1
,,,,,,,,,,,,,,,,,#DIV/0!
766,10-Feb-10,"10,000,000,000","35,528,600,000","25,528,600,000","10,000,000,000","9,891,631,478","108,368,522",13-May-10,91,,,,98.916,4.347,,4.467,3.553
,,,,,,,,,,,,,,,,,#DIV/0!
767,24-Feb-10,"10,000,000,000","34,017,500,000","24,017,500,000","10,000,000,000","9,904,713,500","95,286,500",27-May-10,91,,,,99.047,3.822,,3.915,3.402
,,,,,,,,,,,,,,,,,#DIV/0!
768,10-Mar-10,"15,000,000,000","34,246,300,000","19,246,300,000","15,000,000,000","14,869,509,702","130,490,298",10-Jun-10,91,,,,99.13,3.489,,3.567,2.283
,,,,,,,,,,,,,,,,,#DIV/0!
769,24-Mar-10,"15,000,000,000","24,944,100,000","9,944,100,000","15,000,000,000","14,854,027,525","145,972,475",24-Jun-10,91,,,,99.027,3.903,,4,1.663
,,,,,,,,,,,,,,,,,#DIV/0!
771,07-Apr-10,"15,000,000,000","36,409,000,000","21,409,000,000","15,000,000,000","14,850,629,785","149,370,215",08-Jul-10,91,,,,99.004,3.994,,4.096,2.427
,,,,,,,,,,,,,,,,,#DIV/0!
772,21-Apr-10,"15,000,000,000","46,392,800,000","31,392,800,000","15,000,000,000","14,847,098,302","152,901,698",22-Jul-10,91,,,,98.981,4.089,,4.195,3.093
,,,,,,,,,,,,,,,,,#DIV/0!
774,05-May-10,"15,000,000,000","34,894,800,000","19,894,800,000","15,000,000,000","14,846,101,200","153,898,800",05-Aug-10,91,,,,98.974,4.115,,4.223,2.326
,,,,,,,,,,,,,,,,,#DIV/0!
773,04-May-10,"8,842,200,000","8,842,200,000", -   ,"8,842,200,000","8,708,594,358","133,605,642",03-Aug-10,91,,,,98.489,6.061,,6.297,1
